Música para os xardíns colgantes, https://dl.dropboxusercontent.com/s/5cetzw4yjaw91g6eykdqm/M-sica-para-os-xard-n-colgantes-1980-1984.mp3?rlkey=6p6ck7zna2zs78k1w2wh3c05f&raw=1, Música para os xardíns colgantes,
Troisime Adieu (1984), https://dl.dropboxusercontent.com/s/vdk85hjihwtbq864nx4lr/Troisime-Adieu-1984.mp3?rlkey=mvih1h38aukl0qifoxhlq4dzm&raw=1,Troisime Adieu (1984), 
