Lied für María (1982), https://dl.dropboxusercontent.com/scl/fi/841ec7zihwdvy3hvr258x/Lied-f-r-Mar-a.aif?rlkey=ps4qv7v02yffh7ds65rxab5f5&dl=0, Lied für María (1982),
Música para os xardíns colgantes (1980–1984), https://dl.dropboxusercontent.com/scl/fi/332xej5lyjiaxaxghj70s/M-sica-para-os-xard-n-colgantes-1980-1984.aif?rlkey=jnjzi9hdd464au5cw00iv36c8&dl=0, Música para os xardíns colgantes (1980–1984),
